Id,WnvPresent
1,5.202085e-22
2,7.854827e-27
3,2.536345e-17
4,0.0
5,0.0
6,0.0
7,2.5938441e-21
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,1.1244921e-32
18,1.750142e-36
19,6.587233e-27
20,0.0
21,0.0
22,0.0
23,1.6373447e-31
24,0.0
25,0.0
26,0.0
27,2.3263909e-38
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,4.1177206e-35
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,2.3068632e-36
42,0.0
43,1.774369e-29
44,0.0
45,0.0
46,0.0
47,1.3319879e-34
48,0.0
49,5.120868e-37
50,0.0
51,5.2468256e-30
52,0.0
53,0.0
54,0.0
55,3.5918137e-35
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,1.7470946e-35
66,4.371097e-37
67,3.4210764e-27
68,0.0
69,0.0
70,0.0
71,6.786339e-33
72,0.0
73,2.0028348e-25
74,1.9805404e-28
75,1.641814e-19
76,0.0
77,0.0
78,0.0
79,3.6508475e-24
80,0.0
81,6.9245574e-37
82,0.0
83,8.825374e-31
84,0.0
85,0.0
86,0.0
87,9.0487444e-36
88,0.0
89,0.0
90,0.0
91,2.6257653e-33
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,2.6946641e-27
98,2.7527353e-32
99,1.1874533e-21
100,0.0
101,0.0
102,0.0
103,2.221447e-26
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,3.89471e-30
114,4.578045e-35
115,2.5706719e-24
116,0.0
117,0.0
118,0.0
119,4.7631525e-29
120,0.0
121,0.0
122,0.0
123,1.0578317e-37
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,3.0861752e-33
138,2.0934135e-38
139,5.5283294e-28
140,0.0
141,0.0
142,0.0
143,9.364138e-33
144,0.0
145,0.0
146,0.0
147,6.9081376e-32
148,0.0
149,0.0
150,0.0
151,4.8223854e-38
152,0.0
153,2.5718845e-27
154,7.74434e-31
155,2.1924584e-21
156,0.0
157,0.0
158,0.0
159,6.9640135e-26
160,0.0
161,3.2127133e-27
162,5.677192e-32
163,1.7005256e-22
164,0.0
165,0.0
166,0.0
167,1.3888739e-26
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
