Id,WnvPresent
1,1.9024838e-18
2,3.0109985e-23
3,6.2925536e-15
4,0.0
5,0.0
6,0.0
7,1.83949e-17
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,3.3483737e-27
18,2.0636031e-29
19,4.506359e-22
20,0.0
21,0.0
22,0.0
23,1.7832822e-25
24,0.0
25,0.0
26,0.0
27,1.1059984e-33
28,0.0
29,0.0
30,0.0
31,4.4381852e-38
32,0.0
33,0.0
34,0.0
35,2.1271237e-33
36,0.0
37,0.0
38,0.0
39,2.7336934e-37
40,0.0
41,4.2242413e-34
42,7.796341e-36
43,8.592903e-29
44,0.0
45,0.0
46,0.0
47,4.707635e-32
48,0.0
49,3.1036792e-36
50,1.3871664e-37
51,1.29224125e-30
52,0.0
53,0.0
54,0.0
55,7.0171856e-34
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,2.641927e-29
66,4.583561e-30
67,2.2583212e-21
68,0.0
69,0.0
70,0.0
71,4.8936684e-26
72,0.0
73,8.381611e-25
74,1.2020899e-25
75,9.4182235e-20
76,0.0
77,0.0
78,0.0
79,1.4290721e-22
80,0.0
81,3.4785972e-35
82,3.2353e-38
83,7.1201733e-31
84,0.0
85,0.0
86,0.0
87,5.9669145e-34
88,0.0
89,8.906719e-37
90,0.0
91,1.1664099e-30
92,0.0
93,0.0
94,0.0
95,1.2425253e-34
96,0.0
97,2.3324833e-26
98,1.6612294e-28
99,4.7364645e-21
100,0.0
101,0.0
102,0.0
103,3.640153e-24
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,1.2056549e-23
114,3.205894e-27
115,9.585691e-18
116,0.0
117,0.0
118,0.0
119,7.0875787e-22
120,0.0
121,0.0
122,0.0
123,1.2621004e-36
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,5.9756405e-26
138,1.4348183e-30
139,1.251591e-21
140,0.0
141,0.0
142,0.0
143,2.2413663e-25
144,0.0
145,0.0
146,0.0
147,5.4971703e-33
148,0.0
149,0.0
150,0.0
151,3.7908845e-38
152,0.0
153,1.5221906e-23
154,5.86122e-27
155,1.408584e-18
156,0.0
157,0.0
158,0.0
159,4.658674e-22
160,0.0
161,5.356893e-20
162,1.5514376e-23
163,1.6211165e-17
164,0.0
165,0.0
166,0.0
167,3.3217216e-19
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,6.428534e-26
186,2.544647e-27
187,3.1247672e-20
188,0.0
189,0.0
190,0.0
191,2.201625e-23
192,0.0
193,6.171582e-20
194,8.80925e-26
195,5.37848e-18
196,0.0
197,0.0
198,0.0
199,5.730688e-20
200,0.0
201,2.327258e-33
202,1.2499878e-36
203,2.5383067e-27
204,0.0
205,0.0
206,0.0
207,1.170729e-31
208,0.0
209,7.4690223e-32
210,5.6715832e-33
211,3.705948e-25
212,0.0
213,0.0
214,0.0
215,2.7354362e-29
216,0.0
217,2.8607478e-29
218,3.0484582e-29
219,1.8336277e-23
220,0.0
221,0.0
222,0.0
223,1.4051115e-26
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,2.89955e-31
234,1.8432551e-32
235,1.9320037e-23
236,0.0
237,0.0
238,0.0
239,4.40152e-28
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,5.718421e-33
260,0.0
261,0.0
262,0.0
263,9.875735e-38
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,8.948315e-34
274,8.221394e-36
275,5.9849934e-26
276,0.0
277,0.0
278,0.0
279,3.5207906e-31
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,5.432968e-23
298,1.4652438e-25
299,5.346324e-18
300,0.0
301,0.0
302,0.0
303,3.8618248e-21
304,0.0
305,1.6243517e-35
306,1.0480598e-36
307,2.004191e-29
308,0.0
309,0.0
310,0.0
311,8.19176e-33
312,0.0
313,2.2506973e-32
314,2.0063028e-36
315,6.413855e-28
316,0.0
317,0.0
318,0.0
319,2.5658427e-31
320,0.0
321,1.1574669e-20
322,1.542515e-23
323,3.8493895e-17
324,0.0
325,0.0
326,0.0
327,5.907395e-19
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,9.3291685e-24
338,4.4385294e-28
339,1.4005824e-21
340,0.0
341,0.0
342,0.0
343,1.97235e-23
344,0.0
345,4.7077894e-35
346,4.0447016e-37
347,3.7027062e-28
348,0.0
349,0.0
350,0.0
351,1.3948162e-32
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,1.094548e-19
362,3.322816e-24
363,2.2500117e-16
364,0.0
365,0.0
366,0.0
367,3.5792454e-19
368,0.0
369,1.4307798e-29
370,1.9133571e-33
371,1.6642702e-25
372,0.0
373,0.0
374,0.0
375,1.5536133e-28
376,0.0
377,7.1424973e-19
378,1.0056707e-20
379,7.5062694e-13
380,0.0
381,0.0
382,0.0
383,4.1723273e-16
384,0.0
385,3.764438e-32
386,3.381088e-36
387,6.4098434e-28
388,0.0
389,0.0
390,0.0
391,4.281957e-31
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,3.563947e-33
426,9.775924e-37
427,4.856248e-28
428,0.0
429,0.0
430,0.0
431,7.7776425e-32
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,5.08988e-38
442,0.0
443,6.6831217e-31
444,0.0
445,0.0
446,0.0
447,1.2413354e-35
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
